id,severity,category,file,line,summary,evidence,verdict,verified_severity,verify_note,source,duplicate_of,direction,remediation,phase1_classification,phase1_direction,phase1_verdict,phase1_provenance,phase1_note,phase1_applied
926,minor,behavior,lib/control/observability/handler.go,521,node-runs read model collapses five live run states into derived pending/claimed; parked and held runs are indistinguishable,"Both handleListNodeRuns (lines 521-524) and handleGetNodeRun (lines 564-567) derive `state` solely from `row.ClaimedBy != nil`, and ListLive/GetByID never select d.state. An operator listing /node-runs cannot tell a parked or held run from one actively running or awaiting claim, even though /system/summary and the metrics surface expose the full five-state vocabulary. The identical two-line derivation is also duplicated across the two handlers.",unverified,,,batch4:C025,,,,,,,,,
927,minor,behavior,lib/control/observability/handler.go,503,node-runs ?state= filter silently ignores values other than pending/claimed,"filter.State is passed verbatim; queueImpl.ListLive/CountLive `switch filter.State` only recognizes ""pending""/""claimed"", leaving stateClaimed nil for anything else — `?state=parked` or `?state=running` returns the entire live queue with no 400 and no filtering.",unverified,,,batch4:C025,,,,,,,,,
928,minor,behavior,lib/control/observability/handler.go,117,peerListResponse omitempty drops empty arrays despite handlers deliberately building non-nil slices,"`ClaimProducers []PeerEntry \`json:""claim_producers,omitempty""\`` (and Executors) — encoding/json omits zero-length slices whether nil or not, so GET /claim-producers with none configured returns `{}` rather than `{""claim_producers"": []}`. The handlers' `entries := []PeerEntry{}` initialization shows the empty array was intended.",unverified,,,batch4:C025,,,,,,,,,
929,minor,behavior,lib/control/observability/handler.go,204,get-by-name peer handlers serve a zero-value PeerEntry for declared-but-uncached peers,"handleGetExecutor (204-208) and handleGetClaimProducer (151-155): when `!ok` from the discovery cache but peerExists(deps...) is true, the zero-value `cached` is written as `""peer"": {name:"""", endpoint:"""", reachability_status:"""", ...}`. The list handlers synthesize an unreachable fallback entry from the PeerSpec for exactly this case; the get handlers should do the same.",unverified,,,batch4:C025,,,,,,,,,
930,minor,behavior,lib/control/observability/handler.go,752,"system/health hardcodes ""postgres_status"" though the backend is config-selected (postgres|sqlite)","handleSystemHealth pings deps.Driver (persistence.Database, backend-agnostic) and reports the result under `""postgres_status""`. On an all-in-one SQLite deployment the health payload claims a postgres status for a database that isn't postgres.",unverified,,,batch4:C025,,,,,,,,,
931,minor,behavior,lib/control/observability/handler.go,811,system/summary node_counts mixes per-run-row counts with a per-node count in one map,"Nodes().CountByState counts ALL retained rimsky_node_runs rows grouped by state (a node accumulates one fresh row per frame until retention prunes), while the ""no_runs"" key in the same nodeCounts map is nodesTotal - nodesWithRuns, a per-node quantity. The map's entries are not commensurable: node_counts.fresh can exceed nodes_total. The response also labels them node_counts while node_runs_total is the sum of the same numbers.",unverified,,,batch4:C025,,,,,,,,,
932,minor,behavior,lib/control/observability/metrics.go,60,"rimsky_nodes_by_state help text says ""Count of nodes"" but the refresher feeds it run-row counts","refreshGauges feeds SetNodesByState from Nodes().CountByState, whose SQL is `SELECT state, count(*) FROM rimsky_node_runs GROUP BY state` — all retained run rows, not nodes. The fresh series grows with retained history rather than tracking the node population, contradicting Help: ""Count of nodes in each state.""",unverified,,,batch4:C025,,,,,,,,,
933,minor,behavior,lib/control/observability/metrics.go,71,rimsky_node_runs_pending help text describes the wrong predicate,"Help says ""state='stale' and claimed_by IS NULL"" but the feeding query, queue.CountLive(State: ""pending""), counts `state IN ('pending','stale','running','held','parked') AND claimed_by IS NULL` — it includes cascade-waiting 'pending' runs and unclaimed parked/held runs, not just dispatch-awaiting stale rows.",unverified,,,batch4:C025,,,,,,,,,
934,minor,design-conformance,lib/control/observability/handler.go,418,multi-transaction handlers violate the cascade-graph short-fresh-transaction invariant and produce torn reads,"concept:cascade-graph invariant: ""All cascade-graph HTTP handlers run inside a short fresh transaction."" handleGetNode splits one logical read across four transactions (nodes at 428, holdings at 448, events at 454, latest-run/attributes/summary at 461), and handleGetInstance fetches instance+nodes in one tx (324) then summaries/terminals in a second inside computeCascadeGraph — a run can settle between them, yielding a response whose events, holdings, and summary describe different moments.",unverified,,,batch4:C025,,,,defect,fix-code,CONFIRMED,artifact-only,"Confirmed still present: handleGetNode splits one logical read across four separate transactions and handleGetInstance across two, so a run can settle between them, yielding a response whose events/holdings/summary describe different moments -- a real torn-read risk against the documented single-fresh-transaction invariant for this read-only observability surface. Provenance is single-source artifact-tier per the dossier's own caveat, but nothing in the record contradicts it and the invariant is internally coherent for an audit-facing dashboard. Fix: consolidate each handler's reads into one transaction.",false
935,minor,structure,lib/control/observability/handler.go,373,state-to-Unresolved mapping duplicated verbatim across the two frame read surfaces,"`unresolved := s == ""running""; filter.Unresolved = &unresolved` appears here and in lib/control/controlapi/frames.go:58-60. Plumbline strict DRY: semantically identical logic (the ?state= to ended_at-IS-NULL mapping) must live in one place — a fix to the conflation/validation issue in either surface will silently miss the other.",unverified,,,batch4:C025,,,,,,,,,
936,minor,structure,lib/control/observability/discovery.go,106,mixed store/claim-producer vocabulary within one surface,"The same noun carries two names in the package: Discovery.SetClaimProducer/ListClaimProducers write and enumerate the `stores` map read by GetStore; Prober has ProbeStore/ProbeStoreDeclaredErrorClasses beside ProbeExecutor; handler.go:153 returns ""unknown store"" on the /claim-producers route. concept:claim-producer keeps claim-store only as an alias — one idiom per job argues for sweeping the store spelling out of this surface.",unverified,,,batch4:C025,,,,,,,,,
937,minor,structure,lib/control/observability/handler.go,535,"list/get node-run response shapes disagree, and the list leaks retired store vocabulary as a JSON key","handleListNodeRuns emits `""required_stores"": row.RequiredClaimProducers` (Go field already renamed to claim-producer vocabulary) while handleGetNodeRun omits the field entirely even though GetByID selects it; the get shape adds instance_id/node_type/claim_id absent from the list. Same resource, two divergent read models.",unverified,,,batch4:C025,,,,,,,,,
938,major,test-gap,lib/control/observability/handler_test.go,1,handler suite exercises only empty-DB/404/bad-uuid paths; the derived-state read model is untested at this surface,"No test in the package populates a frame and asserts the derived running/failed/completed state or the ?state=running filter mapping through handleListFrames/handleGetFrame (persistence conformance covers the SQL, nothing covers the handler mapping — including the failed/completed conflation). Also untested: handleGetNode (holdings/events/latest_attributes), handleGetInstance cascade_graph edges and summaries, handleGetNodeRun enrichment, lock-holders filters, events kind_in/since filters, pagination cursors, and the swallowed-error paths.",CONFIRMED,minor,"handler_test.go confirmed: all cases exercise only empty-DB / 404 / bad-uuid paths (TestHandler_ListFrames_Empty, GetFrame_NotFound, ListEvents_BadFilter, etc.). No test in the package populates a frame and asserts derived running/failed/completed or the ?state mapping, and the swallowed-error paths (920/921) and filter conflation (919) are untested. Other package _test.go files (metrics/handshake/schema) don't cover it. Real gap; downgraded to minor (test-gap on observability read surface). Notably would have caught 919/920/921.",batch4:C025,,,,,,,,,
939,nit,structure,lib/control/observability/handler.go,24,inTx is a trivial alias coexisting with direct Tables.Transaction calls,"`inTx(ctx, tables, fn)` does exactly `tables.Transaction(ctx, fn)`; handler.go uses inTx throughout while cascade_graph.go:39 calls deps.Tables.Transaction directly — two idioms for one job in the same package.",unverified,,,batch4:C025,,,,,,,,,
940,nit,structure,lib/control/observability/cascade_graph.go,28,computeCascadeGraph takes an unused InstanceRow parameter,"`func computeCascadeGraph(ctx context.Context, deps Deps, _ persistence.InstanceRow, ...)` — the blank-named parameter is dead; the sole caller (handleGetInstance:349) dereferences *row just to discard it.",unverified,,,batch4:C025,,,,,,,,,
941,nit,structure,lib/control/observability/cascade_graph.go,69,"inline RFC3339 layout literal instead of time.RFC3339, and precision differs from the rest of the surface","`ev.OccurredAt.Format(""2006-01-02T15:04:05Z07:00"")` hand-spells time.RFC3339 and truncates sub-second precision, while EventRow.OccurredAt elsewhere marshals via encoding/json's default RFC3339Nano — the same event's timestamp renders differently in /events vs cascade_graph.last_terminal_event.",unverified,,,batch4:C025,,,,,,,,,
942,nit,structure,lib/control/observability/cascade_graph.go,45,N+1 GetRunSummary query per node,"The loop issues one GROUP BY query per node inside the transaction (`for _, id := range nodeIDs { deps.Tables.Nodes().GetRunSummary(ctx, id, tx) }`) while LastTerminalByNodes shows the batch shape already exists for the sibling read; large graphs pay linear round-trips on every GET /instances/{id}.",unverified,,,batch4:C025,,,,,,,,,
943,nit,structure,lib/control/observability/discovery.go,55,citation comment deviates from the cheatsheet shape (tab after //),"Line reads `//\t@concept: signal` — the cheatsheet specifies each citation line as `// @<tag>: <slug>` and nothing else. Same drift exists in lib/graph/node/template_validator.go:92,95; the slug itself resolves (concepts/signal.md) and the content fits.",unverified,,,batch4:C025,,,,,,,,,
944,nit,structure,lib/control/observability/handshake.go,135,dial ignores its context parameter,"`func dial(_ context.Context, ...)` — dead parameter left over from an eager-dial API; grpc.NewClient is lazy and the probe ctx is carried by the subsequent RPC, so the parameter serves nothing and every caller threads a ctx that is dropped.",unverified,,,batch4:C025,,,,,,,,,
945,nit,behavior,lib/control/observability/handler.go,67,limit=0 silently coerced to the default while negatives get 400,"parsePagination rejects n<0 as ""invalid limit"" but an explicit `?limit=0` passes validation, fails the `n > 0` guard, and silently becomes 50 — inconsistent handling of two equally-invalid inputs.",unverified,,,batch4:C025,,,,,,,,,
946,nit,behavior,lib/control/observability/handler.go,293,"instances ?active= parses only ""1""/""true"" as truthy; everything else silently means false","`b := v == ""1"" || v == ""true""` — `?active=TRUE`, `?active=yes`, or a typo silently filters to inactive instances instead of returning 400, the opposite of what the caller asked for.",unverified,,,batch4:C025,,,,,,,,,
947,minor,design-conformance,.ok-planner/design/concepts/observability.md,11,observability concept doc still uses retired userdata_schema vocabulary for what the code calls expected_attributes_schema,"The doc names ""the per-service `userdata_schema` declaration"" (lines 11, 19, 25) but the userdata concept is retired (_retired/userdata.md) and the realized surface is ObservabilityCapabilities.ExpectedAttributesSchema / proto executor_observability.proto field expected_attributes_schema / NewExpectedAttributesSchemaResolver. The catalog is the authoritative design surface, so its vocabulary should match the shipped one.",unverified,,,batch4:C025,,,,defect,fix-doc,CONFIRMED,transcript,"Duplicate of row 78/480 (same passage, same retired-noun finding). Fixed in the same edit.",true
948,major,design-conformance,lib/foundation/cascade/state.go,68,instance_killed acceptance set contradicts concept:transition-reason (doc says running/parked only; code accepts pending/stale/held too),"NextState accepts instance_killed from pending (line 68-69), stale (83-84), running (102-103), held (111-112), and parked (120-121). transition-reason.md's invariant says: 'the next-state function accepts it from the resource-holding states (running, parked), driving each to failed, and rejects it from the non-resource-holding non-terminal states (fresh, stale) as an illegal transition' and 'a terminated instance's pending node-runs are left inert'. node-run.md's transition table instead lists instance_killed from all five in-flight states, matching the code. The two authoritative concept docs contradict each other; the code silently follows node-run.md. transition-reason.md also miscategorizes fresh as 'non-terminal'. One of the docs (almost certainly transition-reason.md) is stale and must be reconciled — the concept catalog is declared the authoritative design surface.",CONFIRMED,minor,"state.go NextState accepts instance_killed from pending (68-69), stale (83-84), running (102-103), held (111-112), parked (120-121) — all five in-flight states -> failed. node-run.md:46,50,55,61,64 lists exactly these five (matches code). transition-reason.md:13,43 says instance_killed 'accepted only from the resource-holding states (running, parked)... rejects from fresh, stale... pending left inert' — directly contradicts code and node-run.md. transition-reason.md also mislabels fresh as 'non-terminal' (IsTerminal(fresh)=true). Two authoritative concept docs contradict; stale side is transition-reason.md. Confirmed drift; medium (doc-vs-doc, no code bug).",batch4:C026,,,,design-call,design-call,CONFIRMED,suspect,"Same underlying contradiction as row 807, viewed directly at the state-machine level: node-run.md and the current code agree (instance_killed legal from pending/stale/running/held/parked); transition-reason.md and the transition-reason dossier's 2026-05-28 ruling agree on a narrower running/parked-only set that predates the held state and the 2026-06-20 seven-state redesign. Neither the dossier nor the design corpus has explicitly reconciled the two docs since the redesign, so this needs a human ruling rather than a mechanical fix-code/fix-doc call. Same question as 807: widen transition-reason.md to match node-run.md/code, or narrow NextState (and node-run.md) to running/parked/held?",false
949,minor,structure,lib/foundation/cascade/state.go,62,Reason kind strings duplicated between the named TransitionReason constants and raw string case literals in NextState,"Lines 33-56 define ReasonGateCleared = TransitionReason{Kind: ""gate_cleared""} etc., but the switch in NextState (lines 64-123) matches on re-typed raw literals (case ""gate_cleared"":, case ""dispatch_claimed"": ...). Every kind string is written twice and must change together — a typo in one side silently turns a legal transition into ErrIllegalTransition. Go string-switch cases accept non-constant expressions, so `case ReasonGateCleared.Kind:` (or switching on the TransitionReason value itself — the struct is comparable) would keep one definition. Plumbline: semantically identical logic lives in ONE place.",unverified,,,batch4:C026,,,,,,,,,
950,minor,structure,lib/foundation/cascade/state.go,154,"InFlightStates, IsTerminal, and IsSerializationGated are dead exported code — no production consumers; the in-flight set is instead re-spelled as SQL string literals across persistence","Repo-wide grep shows the only non-test consumer of any of these helpers is cascade.IsInFlight (lib/runtime/gate_evaluator.go:304). InFlightStates (line 154), IsTerminal (172), and IsSerializationGated (177) are referenced only by state_test.go. Meanwhile the canonical in-flight set is duplicated as raw literals `state IN ('pending','stale','running','held','parked')` in at least 8 persistence call sites (e.g. lib/foundation/persistence/postgres/queue.go:548,608, nodes.go:390,797, frames.go:30,129) and the serialization-gate set as `IN ('stale','running','held','parked')` (nodes.go:521), with nothing tying them to the exported constants. Per repo rules dead code is removed; alternatively the SQL builders should derive the IN-lists from these exported sets so the state vocabulary has one definition.",unverified,,,batch4:C026,,,,,,,,,
951,nit,structure,lib/foundation/cascade/state_test.go,153,Ten per-reason tests duplicate rows of the already-exhaustive TestTransitionTable matrix,"TestTransitionTable (lines 44-96) exhaustively iterates every (state, reason) pair against the full valid-transition map, so TestNextState_AcquirePass, TestNextState_HandlerComplete, TestNextState_HandlerHeld, TestNextState_AutoTerminalCommit, TestNextState_AutoTerminalAbandon, TestNextState_HandlerPass, TestNextState_HandlerPark, TestNextState_DeadlineResume, TestNextState_GateCleared, TestNextState_ParkTimeout, TestParkedTransitionsWhitelist, TestDispatchImpossible*, and TestPureCascadeOnlyValidFromStale each re-assert a strict subset of the same matrix. Any transition change must be edited in two (sometimes three) places. Plumbline strict-DRY: keep the table test, drop or collapse the per-reason duplicates (TestFreshAndFailedAreTerminal and the NextStateParent tests add distinct value and should stay).",unverified,,,batch4:C026,,,,,,,,,
952,nit,structure,lib/foundation/cascade/state_test.go,82,Pre-Go-1.22 loop-variable copies are residue under go 1.25,"`from, reason := from, reason` (line 82), `from := from` (lines 101, 144, 161, 178, 195, 212, 233, 250, 266, 285, 302, 318, 382, 415), and `reason := reason` (line 335) are no-ops since Go 1.22 per-iteration loop scoping; go.mod declares go 1.25.0. Same residue in events/kinds_test.go (`c := c` line 66, `path := path` line 100, `c := c` line 138).",unverified,,,batch4:C026,,,,,,,,,
953,major,design-conformance,lib/foundation/auth/audit.go,14,"Auth event kinds are raw string constants duplicating events/kinds.go wire forms, violating decision:event-log-kind-enum; a drift is only caught at runtime by silently dropping the audit event","audit.go lines 14-20 declare EventAccessAttempted = ""auth.access_attempted"" ... EventKeyRotated = ""auth.key_rotated"" — the exact five wire-form literals also owned by events/kinds.go operationalKindWireForm (lines 81-85). decision:event-log-kind-enum says app logic ('audit handler, read-API kind filters') 'consumes typed values exclusively ... never raw strings', yet lib/control/controlapi/audit.go:53-105 passes these strings into insertEvent, which re-parses them via events.ParseKindString at runtime and on mismatch merely logs and returns (audit.go:121-125) — the audit row is silently never written. No compile-time or test-time link ties the two literal sets. auth/audit.go should expose events.Kind values (or derive the strings from events.KindAuthAccessAttempted().String() etc.) so drift fails mechanically.",CONFIRMED,minor,"auth/audit.go:14-20 declares the five wire-form literals also owned by events/kinds.go:81-85; controlapi/audit.go:110-135 re-parses them via ParseKindString and on mismatch logs+returns (silent drop). No compile/test link ties the sets. Verified accurate, but currently the literals match so no bug triggers today — this is latent drift-resistance (a real Plumbline mechanical-check gap), hence minor not major.",batch4:C026,,,,defect,fix-code,CONFIRMED,corroborated,"Confirmed still present: auth/audit.go declares five wire-form string literals that duplicate events/kinds.go's operationalKindWireForm set with no compile-time or test-time link; a future rename of one side would silently drop the audit row (insertEvent logs and returns on ParseKindString failure) rather than fail loudly. The literals happen to match today, so no live bug fires, but this is exactly the kind of drift the cited decision was written to prevent. Fix: have auth/audit.go reference the typed events.Kind constants (or derive its string constants from them) instead of duplicating the wire-form literals.",false
954,minor,structure,lib/foundation/auth/check.go,11,CheckResult.MatchedIdx has no production consumer,"Repo-wide grep finds MatchedIdx referenced only in check.go itself and check_test.go:14-15. Neither the auth middleware (lib/control/controlapi/auth_middleware.go uses only .Allowed and .Mode) nor any audit payload records which grant entry matched. Dead field per Plumbline — delete it, or wire it into the access-attempt audit payload if 'which entry allowed this' is intended forensic data.",unverified,,,batch4:C026,,,,,,,,,
955,minor,behavior,lib/foundation/auth/check.go,46,ValidateGrant validates only Action strings — a programmatically constructed entry with an out-of-enum Mode passes validation and leaks a non-enum Mode out of CheckGrant,"ValidateGrant (lines 46-56) checks ValidateActionString per entry but never checks e.Mode against {"""", execute, dry_run} (nor scope shape). The JSON unmarshal path (grant.go:57-66) rejects bad modes, but Grants built in Go bypass it: CheckGrant would return CheckResult.Mode = ""bogus"", the execute-beats-dry-run upgrade at line 36 would not fire (bestMode != ModeDryRun), and downstream `mode == ModeExecute` comparisons (e.g. controlapi emitAttempted's executed computation) silently treat it as non-execute. One-line mode check in ValidateGrant makes the guard symmetric with the parser.",unverified,,,batch4:C026,,,,,,,,,
956,minor,structure,lib/foundation/auth/action_test.go,57,"Dead test-data residue: ""*"" appended to the bad-cases slice then immediately sliced off","Lines 49-58: the `bad` slice ends with `""*"",` followed by `bad = bad[:len(bad)-1]` — the entry is never exercised. This is leftover from an edit (""*"" is valid, it already appears in `good` at line 41). Delete the trailing element and the slice-truncation line.",unverified,,,batch4:C026,,,,,,,,,
957,major,behavior,lib/foundation/events/kinds.go,48,"No exhaustiveness check ties operationalKindWireForm to the proto enum; an unmapped OperationalKind silently String()s to """" — the exact observability blind spot decision:event-log-kind-enum exists to prevent","String() (lines 48-61) returns """" when k.op is missing from operationalKindWireForm instead of failing. The map (lines 80-126) currently covers all 45 enum values in events.proto, but nothing enforces it: no test iterates genv1.OperationalKind's descriptor (or genv1.OperationalKind_name) asserting every non-UNSPECIFIED value has a wire form, a Kind* constructor, and a round-trip. The next proto kind added without a map entry compiles, marshals event kinds as empty strings, and ParseKindString can never read them back. Plumbline: wire contract -> conformance suite. Add an exhaustiveness test over the generated enum values.",CONFIRMED,major,"String() returns """" on missing map entry (kinds.go:48-55). No test iterates genv1.OperationalKind_name for exhaustiveness. Strongly confirmed: the hand-maintained round-trip case list in kinds_test.go (TestOperationalKindRoundTrip) already OMITS attribute_override_matched and debug.override.applied, and TestAllOperationalKinds only iterates the map itself so it cannot catch a missing entry. A new proto kind without a map entry String()s to empty and is unreadable.",batch4:C026,,fix-code,"Add a compile-time/exhaustiveness check binding operationalKindWireForm to the proto enum so an unmapped OperationalKind fails loudly instead of String()-ing to """".",,,,,,
958,minor,behavior,lib/foundation/events/kinds.go,31,"OperationalKindFromProto accepts OPERATIONAL_KIND_UNSPECIFIED (and unknown values), yielding a Kind that is not IsZero but stringifies to """" — asymmetric with SignalKind's panic-on-empty guard","SignalKind("""") panics (lines 35-40), but OperationalKindFromProto(genv1.OperationalKind_OPERATIONAL_KIND_UNSPECIFIED) (lines 31-33) constructs Kind{family: FamilyOperational, op: 0} with IsZero() == false and String() == """". Callers checking IsZero() as the invalid-kind gate are fooled. The constructor should reject/panic on UNSPECIFIED and unmapped values the same way SignalKind guards the empty path.",unverified,,,batch4:C026,,,,,,,,,
959,minor,behavior,lib/foundation/events/kinds.go,136,AllOperationalKinds returns map-iteration (nondeterministic) order and is consumed in a user-facing error message,"AllOperationalKinds (lines 136-142) ranges over operationalKindWireForm with no sort, so the returned slice order varies per process/call. Its one consumer, lib/control/controlapi/events.go:43, joins it with "", "" into an API error message — the same invalid-kind request yields differently-ordered error text on each call, which breaks error-message snapshot assertions and diff-based tooling. Sort before returning.",unverified,,,batch4:C026,,,,,,,,,
960,minor,test-gap,lib/foundation/events/kinds_test.go,15,Operational round-trip test omits 2 of the 45 kinds: attribute_override_matched and debug.override.applied,"TestOperationalKindRoundTrip's case table (lines 16-64) has 43 entries; operationalKindWireForm has 45. Missing: OPERATIONAL_KIND_ATTRIBUTE_OVERRIDE_MATCHED (""attribute_override_matched"", kinds.go:109) and OPERATIONAL_KIND_DEBUG_OVERRIDE_APPLIED (""debug.override.applied"", kinds.go:125). attribute_override_matched is the sanctioned audit trace for the attribute-override matcher, so its wire round-trip is load-bearing. (An enum-descriptor-driven exhaustive test, per the companion kinds.go finding, subsumes this hand-maintained table and prevents recurrence.)",unverified,,,batch4:C026,,,,,,,,,
961,minor,structure,lib/foundation/internal/pgtest/pgtest.go,28,StartPostgres / StartFreshPostgresDSN / StartUnmigratedPostgresDSN return vestigial no-op teardown funcs; real cleanup is already registered via t.Cleanup,"All three helpers return `func() {}` (lines 35, 40, 45) — actual teardown is registered internally: pgpool.cloneAndRegisterCleanup calls t.Cleanup to drop the clone database, and OpenDriver registers t.Cleanup for the DSN teardown and d.Close() (lines 166, 175). Callers dutifully wire the no-op into t.Cleanup (e.g. pgtest_test.go:18), implying resource management that doesn't exist. Drop the second return value from the three signatures and sweep call sites.",unverified,,,batch4:C026,,,,,,,,,
962,nit,structure,lib/foundation/internal/pgtest/pgtest.go,69,Inconsistent args-passing idiom within one file: variadic ...any vs positional []any,"ExecForTest (line 48), TryExecForTest (59), and QueryRowsForTest (102) take `args ...any`, while QueryRowForTest (69) and QueryForTest (80) take `args []any` mid-signature. Two idioms for the same job in the same helper file; QueryRowForTest call sites must wrap args in a literal slice while ExecForTest call sites don't. Plumbline uniformity: pick one shape (variadic is impossible for QueryRowForTest because dest follows, so either reorder to make args last, or make all five take []any).",unverified,,,batch4:C026,,,,,,,,,
963,nit,structure,lib/foundation/cascade/state_test.go,11,"Two assertion dialects coexist across the reviewed foundation packages: testify/require here and in pgtest, stdlib testing in auth and events","cascade/state_test.go and internal/pgtest/pgtest_test.go import github.com/stretchr/testify/require, while all five auth test files and events/kinds_test.go use bare t.Fatalf/t.Errorf. Plumbline: one idiom per job, repo-wide; when improving an idiom, sweep the old one out in the same change. Whichever dialect is blessed, the other should be converted.",unverified,,,batch4:C026,,,,,,,,,
964,major,behavior,lib/foundation/locks/registry.go,97,"GetWithContext swallows the lookupInstanceBindings error, misclassifying transient lookup failures as permanently-unknown producers","registry.go:97-99: `bindings, ok, err := r.lookupInstanceBindings(ctx, instanceID); if err != nil || !ok { return nil, false }` — the error is dropped without logging and collapsed into the same `false` as a genuine miss. Caller lib/runtime/runner_acquire_claims.go:31-33 turns that into `unknown store %q`, so a transient DB error during a late-bind lookup fails the dispatch with a wrong, permanent-looking classification, and the wired lookup (lib/control/config/claim_producers.go:536) does no logging either. The signature should return an error (or at minimum log it) so callers can distinguish miss from failure.",CONFIRMED,minor,"registry.go:97-99 collapses err into the same false as a miss, unlogged; caller runner_acquire_claims.go:31-33 renders it as permanent 'unknown store' bail. Verified exactly as described. Downgraded to minor: trigger is a transient DB error precisely during a late-bind binding lookup (narrow window), and the dispatch fails either way — impact is misclassification/non-retry, not corruption.",batch4:C027,,,,,,,,,
965,major,test-gap,lib/foundation/locks/storetest/fake.go,107,"Fake's default Open returns the wire zero RealizedWriteSemantics, violating the producer contract it exists to model","fake.go:105-114 builds OpenOutcome{Available:true, Result:{Address, ClaimScope}} with RealizedWriteSemantics unset (WriteSemanticsUnknown). The write-semantics concept invariant says the wire zero value must not be returned by producers (both real client layers reject it: lib/runtime/claimproducer/inproc_client.go:42, lib/runtime/peer/client.go:47), and the Fake ignores the caps it was constructed with (NewFake takes WriteSemanticsAllowed but default Open never realizes one). No consumer sets OpenFunc (grep: 0 hits in lib/runtime + lib/control tests), so every fake-backed acquisition persists a holder row with empty realized semantics; a subsequent conflict evaluation against such a holder feeds """" to locks.ModeCoexists and panics in mvccPassThrough (conflict.go:38) — the conflict matrix is untestable through the fake's default path. Default Open should return a realized value from f.caps.WriteSemanticsAllowed.",CONFIRMED,major,"fake.go:105-114 default Open returns OpenOutcome with RealizedWriteSemantics unset (=WriteSemanticsUnknown zero), ignoring f.caps; real clients reject that value (inproc_client.go:42, peer/client.go:47). Confirmed no consumer sets Fake.OpenFunc (only unrelated serverkit bridge_test OpenFunc exists). conflict.go:31-38 mvccPassThrough panics on unknown semantics, so a fake-backed holder feeding ModeCoexists is unreachable/panics — the fake models a state no real producer can produce, undermining conflict-matrix fidelity across all fake-based tests.",batch4:C027,,fix-code,Have the Fake's default Open return a valid RealizedWriteSemantics so it models the producer contract it exists to model.,,,,,,
966,minor,behavior,lib/foundation/locks/conflict.go,38,mvccPassThrough panics on unknown write-semantics fed straight from a persisted DB string — one corrupt/NULL ledger row crashes the supervisor,"conflict.go:31-38 panics for any value outside the four enum constants. The runtime call site casts a raw persisted column: lib/runtime/runner_acquire_claims.go:178 `holderRWS := claimproducer.WriteSemantics(h.RealizedWriteSemantics)`, and the sqlite Insert stores NULL when the value is empty (lib/foundation/persistence/sqlite/claim_handles.go:41-44) with the post-open update skipped when the producer returned """" (runner_acquire_claims.go:113). The 'supervisor rejects zero value' invariant is enforced only at the two client wrappers, not at this persisted-data boundary, so the assertion turns a single bad row into a process crash of the whole supervisor rather than an errored acquisition. Also the panic message names ModeCoexists though it is raised in mvccPassThrough.",unverified,,,batch4:C027,,,,,,,,,
967,minor,behavior,lib/foundation/locks/conflict.go,15,"ModeCoexists silently classifies any non-""rw"" Intent (including empty/corrupt) as a reader, weakening conflicts — inconsistent with the panic on unknown WriteSemantics","conflict.go:15-16: `rwA := intentA == claimproducer.IntentReadWrite` — an empty or garbage Intent behaves as IntentRead and coexists where a writer would conflict. The runtime feeds a nullable column here: runner_acquire_claims.go:174-177 leaves holderIntent == """" when h.Intent is nil. So of the two enum inputs, unknown WriteSemantics hard-panics while unknown Intent silently takes the permissive branch; a NULL intent row degrades the serialization guarantee instead of surfacing.",unverified,,,batch4:C027,,,,,,,,,
968,minor,structure,lib/foundation/locks/storetest/fake.go,43,"Fake.state / fakeState is write-only dead state — populated, deleted, reset, never read","fakeState{scope,address} (fake.go:43-46) is written in Open (line 112), deleted in Commit/Abandon/Release (lines 134, 155, 176), recreated in Reset (line 193), but no method or field access ever reads it and there is no accessor (grep over the package: zero reads). Plumbline says delete dead code; alternatively make it load-bearing — as written the fake cannot assert open-before-terminal ordering, double-terminal idempotency, or that terminal-verb scope/address echo what Open returned.",unverified,,,batch4:C027,,,,,,,,,
969,minor,test-gap,lib/foundation/locks/storetest/fake.go,256,"Fake's default ScopesConflict says two empty scopes conflict, contradicting the platform rule, and answers even when the capability is not advertised","fake.go:255-258 defaults to `bytes.Equal(a, b)`, which returns true for (nil, nil)/empty-empty, while the canonical predicate the fake should mirror — locks.ClaimScopesByteEqual (conflict.go:24-29) and the claim-scope invariant 'Empty byte streams never conflict' — returns false. It also ignores f.caps.SupportsScopesConflict: SplitScope returns ErrSplitScopeUnsupported when unconfigured (fake.go:241-243), but ScopesConflict happily answers, so a test wiring a non-advertising fake through a path that (incorrectly) skips the capability gate would pass instead of fail; claimproducer.ErrScopesConflictUnsupported exists for exactly this (lib/protocols/claimproducer/errors.go:16).",unverified,,,batch4:C027,,,,,,,,,
970,minor,test-gap,lib/foundation/locks/storetest/fake.go,84,"Open drops ClaimSpec.RunScopeID, Alias, and Lifetime from the recorded call, so spec-propagation cannot be asserted","fake.go:84-92 records only Selector/Intent/TemplateID/InstanceID. FakeCall already has a RunScopeID field (fake.go:57) but Open never fills it (only OnRunScopeTerminal does), and FakeCall has no Alias or Lifetime fields at all. RunScopeID and Lifetime on ClaimSpec are load-bearing (tagged @concept: host-agent-proxy and @concept: claim-lifetime in lib/protocols/claimproducer/types.go:57-60), yet no consumer test can verify they reach the producer.",unverified,,,batch4:C027,,,,,,,,,
